DataUse,Replication,Vegetation,N2O,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3
Building,R5,Corn,2.82765,2.03,8.63,20.75,106,106,0.853812903,7.1225,65.89
Building,R1,Corn,0.672858,0.0,0.25,5.72,119,119,0.543506452,8.69,16.0325
Building,R2,Corn,2.17878,0.0,0.25,5.72,119,119,0.711824194,4.015,35.4475
Building,R3,Corn,1.02759,0.0,0.25,5.72,119,119,0.661987097,3.905,24.3925
Building,R4,Corn,2.0595,0.0,0.25,5.72,119,119,0.846290323,4.1525,43.5875
Building,R5,Corn,0.716289,0.0,0.25,5.72,119,119,0.795512903,7.3425,44.1375
Building,R1,Corn,0.825394,0.0,0.0,9.25,135,135,0.566074194,11.55,0.495
Building,R2,Corn,1.3924,0.0,0.0,9.25,135,135,0.633777419,7.7,11.9625
Building,R3,Corn,0.906142,0.0,0.0,9.25,135,135,0.630016129,7.1225,
Building,R4,Corn,5.28354,0.0,0.0,9.25,135,135,0.697719355,6.215,2.4475
Building,R5,Corn,1.62615,0.0,0.0,9.25,135,135,0.740974194,3.1075,1.4025
Building,R1,Corn,0.765052,0.0,23.11,1.3,147,147,0.620612903,9.185,40.3425
Building,R2,Corn,0.968822,0.0,23.11,1.3,147,147,0.6413,8.085,88.5225
Building,R3,Corn,1.51747,0.0,23.11,1.3,147,147,0.436309677,7.3425,28.875
Building,R4,Corn,2.18475,0.0,23.11,1.3,147,147,0.620612903,9.79,72.1325
Building,R5,Corn,1.09095,0.0,23.11,1.3,147,147,0.622493548,7.8925,
Building,R1,Corn,1.25403,7.87,11.93,2.12,161,161,0.658225806,11.578022,9.409065
Building,R2,Corn,1.54661,7.87,11.93,2.12,161,161,0.846290323,12.913992,10.416195
Building,R3,Corn,1.10652,7.87,11.93,2.12,161,161,0.628135484,11.028989,8.856484
Building,R4,Corn,2.79928,7.87,11.93,2.12,161,161,0.752258065,9.976917,7.811935
Building,R5,Corn,1.06941,7.87,11.93,2.12,161,161,0.81996129,13.600809,11.191886
Building,R1,Corn,4.54321,0.0,12.44,3.46,175,175,0.479564516,12.153196,11.035214
Building,R2,Corn,17.3394,0.0,12.44,3.46,175,175,0.584880645,14.051273,12.426412
Building,R3,Corn,4.68917,0.0,12.44,3.46,175,175,0.567954839,11.830955,10.451984
Building,R4,Corn,29.7728,0.0,12.44,3.46,175,175,0.588641935,10.667613,9.176856
Building,R5,Corn,0.861134,0.0,12.44,3.46,175,175,0.622493548,14.331397,13.063976
Building,R1,Corn,8.3142,0.0,35.31,-3.18,294,294,0.669509677,26.95,3.6575
Building,R2,Corn,51.5294,0.0,35.31,-3.18,294,294,0.611209677,50.38,5.6375
Building,R3,Corn,3.09942,0.0,35.31,-3.18,294,294,0.573596774,26.125,5.6925
Building,R4,Corn,5.56458,0.0,35.31,-3.18,294,294,0.599925806,42.8725,4.015
Building,R5,Corn,14.1928,0.0,35.31,-3.18,294,294,0.725929032,29.3425,3.8775
Building,R1,Corn,8.76561,5.59,9.91,10.47,308,308,0.707122581,14.685,5.115
Building,R2,Corn,24.5166,5.59,9.91,10.47,308,308,0.654464516,93.445,5.83
Building,R3,Corn,4.11366,5.59,9.91,10.47,308,308,0.673270968,37.895,7.535
Building,R4,Corn,6.7918,5.59,9.91,10.47,308,308,0.626254839,59.29,3.7125
Building,R5,Corn,1.84896,5.59,9.91,10.47,308,308,0.692077419,16.6375,4.455
Building,R1,Corn,8.74386,0.0,33.27,9.9,322,322,0.633777419,3.8775,4.675
Building,R2,Corn,24.3956,0.0,33.27,9.9,322,322,0.654464516,13.5575,3.8225
Building,R3,Corn,4.10099,0.0,33.27,9.9,322,322,0.69583871,16.06,4.015
Building,R4,Corn,6.88654,0.0,33.27,9.9,322,322,0.769183871,23.32,5.39
Building,R5,Corn,1.87475,0.0,33.27,9.9,322,322,0.912112903,16.7475,3.6575
Building,R1,Corn,26.4348,0.0,0.51,12.81,336,336,0.651362961,3.08,10.45
Building,R2,Corn,19.5117,0.0,0.51,12.81,336,336,0.615325859,155.4575,51.04
Building,R3,Corn,2.50779,0.0,0.51,12.81,336,336,0.618114984,7.92,27.4725
Building,R4,Corn,4.96628,0.0,0.51,12.81,336,336,0.627848766,4.0975,24.805
Building,R5,Corn,13.039,0.0,0.51,12.81,336,336,0.624571875,16.225,15.895
Building,R1,Corn,3.64974,0.51,2.29,17.87,350,350,0.75413871,3.9325,8.635
Building,R2,Corn,12.6766,0.51,2.29,17.87,350,350,0.456996774,6.7925,42.5975
Building,R3,Corn,2.43997,0.51,2.29,17.87,350,350,0.598045161,4.7575,16.5
Building,R4,Corn,25.9013,0.51,2.29,17.87,350,350,0.724048387,17.3525,42.7075
Building,R5,Corn,3.70791,0.51,2.29,17.87,350,350,0.680793548,5.4725,18.645
Building,R1,Corn,3.67622,0.0,0.51,24.08,364,364,0.857574194,4.0425,27.01875
Building,R2,Corn,12.1593,0.0,0.51,24.08,364,364,0.716525806,5.115,49.98125
Building,R3,Corn,4.68035,0.0,0.51,24.08,364,364,0.76166129,3.67125,43.8075
Building,R4,Corn,4.00644,0.0,0.51,24.08,364,364,0.731570968,10.1475,54.7525
Building,R5,Corn,7.03252,0.0,0.51,24.08,364,364,0.810558065,4.2625,32.5325
Building,R1,Corn,4.03662,41.15,52.33,19.25,378,378,0.904590323,4.1525,45.4025
Building,R2,Corn,8.6197,41.15,52.33,19.25,378,378,0.6996,3.4375,57.365
Building,R3,Corn,2.81838,41.15,52.33,19.25,378,378,0.861335484,2.585,71.115
Building,R4,Corn,8.84692,41.15,52.33,19.25,378,378,0.857574194,2.9425,66.7975
Building,R5,Corn,9.95482,41.15,52.33,19.25,378,378,0.831245161,3.0525,46.42
Building,R1,Corn,2.37243,0.0,0.25,22.19,10,10,0.591776344,22.99,40.315
Building,R2,Corn,7.2258,0.0,0.25,22.19,10,10,0.591776344,158.3725,126.1425
Building,R3,Corn,4.73033,0.0,0.25,22.19,10,10,0.545387097,7.975,29.1775
Building,R4,Corn,3.49489,0.0,0.25,22.19,10,10,0.581119355,3.6025,11.495
Building,R5,Corn,23.8595,0.0,0.25,22.19,10,10,0.648822581,4.8125,16.94
Building,R1,Corn,3.57154,1.52,2.28,27.17,24,24,0.231319355,21.2575,22.165
Building,R2,Corn,30.2055,1.52,2.28,27.17,24,24,0.590522581,2.3375,6.6825
Building,R3,Corn,28.5379,1.52,2.28,27.17,24,24,0.626254839,205.81,217.03
Building,R4,Corn,3.08146,1.52,2.28,27.17,24,24,0.628135484,2.145,10.945
Building,R5,Corn,5.84104,1.52,2.28,27.17,24,24,0.423145161,2.695,5.995
Building,R1,Corn,2.10261,0.0,10.42,26.43,38,38,0.283977419,42.4325,57.1175
Building,R2,Corn,12.4047,0.0,10.42,26.43,38,38,0.477683871,2.8325,10.9725
Building,R3,Corn,4.14172,0.0,10.42,26.43,38,38,0.406689516,3.795,23.6775
Building,R4,Corn,1.39906,0.0,10.42,26.43,38,38,0.41186129,15.0975,106.5075
Building,R5,Corn,1.95474,0.0,10.42,26.43,38,38,0.453235484,32.8625,109.9725
Building,R1,Corn,7.21128,11.43,16.26,17.36,50,50,0.487087097,4.7575,5.9675
Building,R2,Corn,12.0895,11.43,16.26,17.36,50,50,0.481445161,5.0875,16.28
Building,R3,Corn,6.43602,11.43,16.26,17.36,50,50,0.347919355,21.5325,14.9325
Building,R4,Corn,2.06785,11.43,16.26,17.36,50,50,0.372367742,125.9225,131.5325
Building,R5,Corn,23.3865,11.43,16.26,17.36,50,50,0.383651613,2.2,4.785
Building,R1,Corn,0.420652,0.0,9.65,16.72,65,65,0.347919355,33.66,109.615
Building,R2,Corn,2.26969,0.0,9.65,16.72,65,65,0.293380645,55.935,103.345
Building,R3,Corn,0.807298,0.0,9.65,16.72,65,65,0.323470968,69.1625,114.675
Building,R4,Corn,0.846749,0.0,9.65,16.72,65,65,0.366725806,22.99,105.27
Building,R5,Corn,3.65028,0.0,9.65,16.72,65,65,0.334754839,18.9475,73.37
Building,R1,Corn,0.557331,0.0,0.0,20.99,79,79,0.372837903,6.6,1.0725
Building,R2,Corn,2.41144,0.0,0.0,20.99,79,79,0.413741935,57.9425,107.965
Building,R3,Corn,1.7489,0.0,0.0,20.99,79,79,0.379890323,18.315,74.91
Building,R4,Corn,0.642141,0.0,0.0,20.99,79,79,0.270812903,3.0525,28.05
Building,R5,Corn,8.27226,0.0,0.0,20.99,79,79,0.426906452,3.85,23.595
Building,R1,Corn,4.43716,27.69,35.05,12.48,93,93,0.740974194,3.74,3.905
Building,R2,Corn,12.1705,27.69,35.05,12.48,93,93,0.633777419,3.7675,9.5975
Building,R3,Corn,2.5705,27.69,35.05,12.48,93,93,0.677032258,3.245,6.49
Building,R4,Corn,4.53434,27.69,35.05,12.48,93,93,0.671390323,4.9225,21.12
Building,R5,Corn,20.5536,27.69,35.05,12.48,93,93,0.665748387,3.74,80.7675
Building,R1,Corn,1.10261,0.0,31.24,7.66,114,114,0.677032258,14.795,71.2525
Building,R2,Corn,7.29915,0.0,31.24,7.66,114,114,0.628135484,28.4625,84.425
Building,R3,Corn,2.45959,0.0,31.24,7.66,114,114,0.669509677,2.42,18.4525
Building,R4,Corn,2.00759,0.0,31.24,7.66,114,114,0.692077419,2.1175,38.8025
Building,R5,Corn,13.5619,0.0,31.24,7.66,114,114,0.705241935,2.255,57.915
Building,R1,Corn,1.10123,1.02,2.8,4.43,128,128,0.716525806,12.14125,44.6875
Building,R2,Corn,2.46611,1.02,2.8,4.43,128,128,0.665748387,16.15625,53.83125
Building,R3,Corn,4.29192,1.02,2.8,4.43,128,128,0.692077419,3.03875,12.08625
Building,R4,Corn,0.910366,1.02,2.8,4.43,128,128,0.673270968,3.1625,38.15625
Building,R5,Corn,0.978523,1.02,2.8,4.43,128,128,0.613090323,3.47875,31.46
Building,R1,Corn,0.32218,0.0,73.4,5.07,142,142,0.720287097,9.4875,18.1225
Building,R2,Corn,4.05853,0.0,73.4,5.07,142,142,0.660106452,3.85,23.2375
Building,R3,Corn,9.46273,0.0,73.4,5.07,142,142,0.716525806,3.6575,5.72
Building,R4,Corn,2.91874,0.0,73.4,5.07,142,142,0.6413,4.2075,37.51
Building,R5,Corn,0.271799,0.0,73.4,5.07,142,142,0.673270968,4.7025,5.005
Building,R1,Corn,0.530609,7.87,7.87,-2.31,156,156,0.667629032,6.5725,13.7775
Building,R2,Corn,3.00219,7.87,7.87,-2.31,156,156,0.684554839,4.2075,19.5525
Building,R3,Corn,0.586319,7.87,7.87,-2.31,156,156,0.680793548,4.3175,9.8725
Building,R4,Corn,2.00759,7.87,7.87,-2.31,156,156,0.624374194,3.63,35.7775
Building,R5,Corn,1.06986,7.87,7.87,-2.31,156,156,0.594283871,5.005,19.9375
Building,R1,Corn,0.223092,0.0,0.0,1.48,170,170,0.41186129,17.545,49.555
Building,R2,Corn,5.25439,0.0,0.0,1.48,170,170,0.472041935,5.8025,31.4325
Building,R3,Corn,14.2789,0.0,0.0,1.48,170,170,0.359203226,5.6375,23.1275
Building,R4,Corn,2.52313,0.0,0.0,1.48,170,170,0.41186129,3.4375,25.08
Building,R5,Corn,2.35934,0.0,0.0,1.48,170,170,0.357322581,4.235,16.555
Building,R1,Corn,12.409,0.5,9.89,2.71,275,275,0.555634903,13.548504,18.732608
Building,R2,Corn,6.76232,0.5,9.89,2.71,275,275,0.512457427,15.52229,23.34539
Building,R3,Corn,3.83148,0.5,9.89,2.71,275,275,0.520079597,12.721901,17.91803
Building,R4,Corn,6.96877,0.5,9.89,2.71,275,275,0.515923371,11.192266,15.490437
Building,R5,Corn,13.3291,0.5,9.89,2.71,275,275,0.524605113,15.842563,21.158214
Building,R1,Corn,2.41328,0.0,0.0,6.13,289,289,0.508150323,13.751731,21.320629
Building,R2,Corn,15.8887,0.0,0.0,6.13,289,289,0.465185702,16.100254,26.734433
Building,R3,Corn,6.25684,0.0,0.0,6.13,289,289,0.472778806,12.941837,20.512388
Building,R4,Corn,8.20689,0.0,0.0,6.13,289,289,0.467890839,11.502501,17.485927
Building,R1,Corn,0.784851,0.0,34.29,9.99,304,304,0.540939371,14.335763,22.214864
Building,R2,Corn,12.9914,0.0,34.29,9.99,304,304,0.500858976,16.631212,28.873344
Building,R3,Corn,1.33073,0.0,34.29,9.99,304,304,0.505344742,13.724811,21.34559
Building,R4,Corn,8.85872,0.0,34.29,9.99,304,304,0.50756775,12.13755,19.119879
Building,R5,Corn,7.18616,0.0,34.29,9.99,304,304,0.510917008,17.484725,25.391316
Building,R1,Corn,4.62295,21.59,39.36,12.51,4,318,0.589539089,19.970124,24.428827
Building,R2,Corn,8.59924,21.59,39.36,12.51,4,318,0.551956532,17.115213,31.470277
Building,R3,Corn,8.99438,21.59,39.36,12.51,4,318,0.553235798,14.697299,22.898111
Building,R4,Corn,11.1489,21.59,39.36,12.51,4,318,0.560459613,12.382561,20.732422
Building,R5,Corn,4.77054,21.59,39.36,12.51,4,318,0.559715476,18.760946,27.568111
Building,R1,Corn,2.70968,0.0,1.01,14.65,17,331,0.489353274,18.797286,36.976907
Building,R2,Corn,5.10851,0.0,1.01,14.65,17,331,0.446093306,16.179637,38.178157
Building,R3,Corn,1.56885,0.0,1.01,14.65,17,331,0.453896274,14.106125,28.742277
Building,R4,Corn,7.2061,0.0,1.01,14.65,17,331,0.448782629,12.316032,24.797824
Building,R5,Corn,-0.00438975,0.0,1.01,14.65,17,331,0.458267492,18.339272,34.859786
Building,R1,Corn,7.84043,6.35,20.57,13.18,28,342,0.570230419,14.899784,36.449382
Building,R2,Corn,7.03421,6.35,20.57,13.18,28,342,0.518705016,13.951633,36.767015
Building,R3,Corn,3.29634,6.35,20.57,13.18,28,342,0.529622161,12.068523,26.308402
Building,R4,Corn,8.90026,6.35,20.57,13.18,28,342,0.523766089,10.264751,21.602737
Building,R5,Corn,0.126454,6.35,20.57,13.18,28,342,0.532497839,16.289673,34.216841
Building,R1,Corn,1.55696,0.0,10.92,19.46,31,345,0.536590806,13.733873,35.183065
Building,R2,Corn,4.75874,0.0,10.92,19.46,31,345,0.488142395,13.032693,35.26896
Building,R3,Corn,5.1795,0.0,10.92,19.46,31,345,0.497241298,11.094599,24.785972
Building,R4,Corn,3.3819,0.0,10.92,19.46,31,345,0.491407024,9.402378,19.703202
Building,R5,Corn,2.67949,0.0,10.92,19.46,31,345,0.500935056,15.309443,33.086352
Building,R1,Corn,10.5515,1.53,3.82,27.24,45,11,0.437852234,33.260588,85.390025
Building,R2,Corn,8.82783,1.53,3.82,27.24,45,11,0.366687339,38.712707,84.917204
Building,R3,Corn,1.45809,1.53,3.82,27.24,45,11,0.376968056,35.200042,79.551709
Building,R4,Corn,7.18871,1.53,3.82,27.24,45,11,0.36923775,18.596608,30.970301
Building,R5,Corn,4.6715,1.53,3.82,27.24,45,11,0.377748952,39.268223,88.625619
Building,R1,Corn,1.57045,0.0,0.0,27.22,59,25,0.345812177,7.313246,111.276569
Building,R2,Corn,3.20325,0.0,0.0,27.22,59,25,0.292419379,11.997468,113.358457
Building,R3,Corn,1.31492,0.0,0.0,27.22,59,25,0.303850282,9.280449,106.767256
Building,R4,Corn,2.02231,0.0,0.0,27.22,59,25,0.294955258,7.026814,31.78461
Building,R5,Corn,1.27652,0.0,0.0,27.22,59,25,0.302345339,10.850365,118.515765
Building,R1,Corn,0.618779,0.0,0.0,28.13,73,39,0.333295629,6.384682,130.257234
Building,R2,Corn,1.42877,0.0,0.0,28.13,73,39,0.284509984,7.677761,135.344964
Building,R3,Corn,0.693016,0.0,0.0,28.13,73,39,0.295911823,6.90753,127.377679
Building,R4,Corn,1.12517,0.0,0.0,28.13,73,39,0.287150581,6.739317,47.133053
Building,R5,Corn,0.915938,0.0,0.0,28.13,73,39,0.294213258,7.440323,140.315544
Building,R1,Corn,40.5628,46.74,46.74,19.59,76,42,0.759286114,,133.454929
Building,R2,Corn,233.648,46.74,46.74,19.59,76,42,0.693017694,,139.206364
Building,R3,Corn,39.2141,46.74,46.74,19.59,76,42,0.73870393,,130.953148
Building,R4,Corn,72.8749,46.74,46.74,19.59,76,42,0.71762094,,50.799476
Building,R5,Corn,288.489,46.74,46.74,19.59,76,42,0.68264682,,144.332215
Building,R5,Corn,48.1354,0.0,50.3,23.18,88,54,0.674541579,,135.783324
Building,R1,Corn,147.122,0.0,50.3,23.18,88,54,0.599010417,,134.203077
Building,R2,Corn,225.698,0.0,50.3,23.18,88,54,0.65530843,,140.287392
Building,R3,Corn,16.3064,0.0,50.3,23.18,88,54,0.579087491,,122.048259
Building,R4,Corn,129.312,0.0,50.3,23.18,88,54,0.607576314,,52.201739
Building,R5,Corn,7.27778,0.0,7.37,17.77,101,67,0.483976339,,95.118961
Building,R1,Corn,54.5416,0.0,7.37,17.77,101,67,0.448038919,,83.589437
Building,R2,Corn,100.714,0.0,7.37,17.77,101,67,0.459259532,,93.850301
Building,R3,Corn,3.59234,0.0,7.37,17.77,101,67,0.450361944,,69.799329
Building,R4,Corn,41.7021,0.0,7.37,17.77,101,67,0.460002815,,15.942898
Building,R5,Corn,1.69919,12.19,12.19,20.96,115,81,0.471404226,,12.731318
Building,R1,Corn,134.575,12.19,12.19,20.96,115,81,0.426646581,,10.185485
Building,R2,Corn,47.6991,12.19,12.19,20.96,115,81,0.431452056,,12.074798
Building,R3,Corn,3.42856,12.19,12.19,20.96,115,81,0.415934597,,8.854803
Building,R4,Corn,16.1494,12.19,12.19,20.96,115,81,0.435685645,,3.350302
Building,R5,Corn,1.63802,10.66,17.01,15.65,129,95,0.416679589,3.24859,3.568288
Building,R1,Corn,19.0493,10.66,17.01,15.65,129,95,0.375747347,2.718613,3.027386
Building,R2,Corn,11.6657,10.66,17.01,15.65,129,95,0.385770758,2.795074,3.096372
Building,R3,Corn,0.999605,10.66,17.01,15.65,129,95,0.372332694,2.591851,2.815241
Building,R4,Corn,5.87883,10.66,17.01,15.65,129,95,0.385089879,2.385747,2.050695
Building,R5,Corn,0.416505,3.81,6.1,10.75,143,109,0.360048234,2.788043,1.633157
Building,R1,Corn,1.64698,3.81,6.1,10.75,143,109,0.31828979,2.634882,1.786387
Building,R2,Corn,2.7728,3.81,6.1,10.75,143,109,0.329289855,2.388852,1.366212
Building,R3,Corn,0.363692,3.81,6.1,10.75,143,109,0.319453653,2.267636,1.388915
Building,R4,Corn,1.17108,3.81,6.1,10.75,143,109,0.327487427,2.204753,1.269484
Building,R5,Corn,1.37271,0.0,0.0,8.19,157,123,0.321826685,4.675859,2.873045
Building,R1,Corn,0.537943,0.0,0.0,8.19,157,123,0.275531185,4.479698,3.555036
Building,R2,Corn,0.892186,0.0,0.0,8.19,157,123,0.287236492,4.083404,2.45111
Building,R3,Corn,0.728775,0.0,0.0,8.19,157,123,0.2774815,3.837263,2.576016
Building,R4,Corn,0.602101,0.0,0.0,8.19,157,123,0.285123331,3.702281,2.452711
Building,R5,Corn,1.75364,0.0,13.72,1.06,180,146,0.495777815,10.7444,5.897879
Building,R1,Corn,2.20206,0.0,13.72,1.06,180,146,0.527889403,8.783728,6.075456
Building,R2,Corn,1.0112,0.0,13.72,1.06,180,146,0.483083032,9.138513,5.268536
Building,R3,Corn,11.4394,0.0,13.72,1.06,180,146,0.4912305,8.664135,5.039825
Building,R4,Corn,2.58656,0.0,13.72,1.06,180,146,0.485533,7.901634,4.892044
Building,R5,Corn,0.93911,19.05,22.86,-2.82,193,159,0.62283121,12.702403,7.74014
Building,R1,Corn,3.35837,19.05,22.86,-2.82,193,159,0.654105911,10.225509,7.610092
Building,R2,Corn,0.609985,19.05,22.86,-2.82,193,159,0.611363548,10.791757,6.943745
Building,R3,Corn,2.2468,19.05,22.86,-2.82,193,159,0.615078677,10.047122,6.523932
Building,R4,Corn,0.486031,19.05,22.86,-2.82,193,159,0.623281282,9.02479,6.204734
Building,R5,Corn,0.662052,0.0,2.02,-5.58,206,172,0.463443968,14.007575,9.924182
Building,R1,Corn,0.19658,0.0,2.02,-5.58,206,172,0.494722516,11.343071,9.443025
Building,R2,Corn,0.528471,0.0,2.02,-5.58,206,172,0.451050516,11.994308,8.913342
Building,R3,Corn,0.739927,0.0,2.02,-5.58,206,172,0.459077024,11.098276,8.296253
Building,R4,Corn,0.277737,0.0,2.02,-5.58,206,172,0.453609903,9.652217,7.638807
Building,R5,Corn,1.373,3.05,4.32,-2.65,220,186,0.551009371,15.19155,12.481135
Building,R1,Corn,3.18433,3.05,4.32,-2.65,220,186,0.580658169,12.067928,11.601072
Building,R2,Corn,1.39522,3.05,4.32,-2.65,220,186,0.538058992,12.586368,11.133858
Building,R3,Corn,0.941029,3.05,4.32,-2.65,220,186,0.546029081,11.590942,10.301166
Building,R4,Corn,1.40637,3.05,4.32,-2.65,220,186,0.539355782,9.999094,9.219343
Building,R1,Corn,17.9852,0.0,0.0,-2.38,332,298,0.649750508,14.637283,18.898741
Building,R2,Corn,32.0608,0.0,0.0,-2.38,332,298,0.620619315,15.506703,19.071261
Building,R3,Corn,15.6624,0.0,0.0,-2.38,332,298,0.614225548,14.074153,17.641736
Building,R4,Corn,57.7,0.0,0.0,-2.38,332,298,0.639607419,11.21866,14.59816
Building,R5,Corn,9.90343,0.0,0.0,-2.38,332,298,0.624275032,18.536364,19.998887
Building,R1,Corn,19.1924,7.11,95.76,7.06,346,312,0.697960419,14.764734,19.124301
Building,R2,Corn,20.8431,7.11,95.76,7.06,346,312,0.673322685,15.889624,19.058816
Building,R3,Corn,3.70934,7.11,95.76,7.06,346,312,0.661601992,14.345694,18.247399
Building,R4,Corn,13.9474,7.11,95.76,7.06,346,312,0.708164629,11.056315,15.478774
Building,R5,Corn,3.93213,7.11,95.76,7.06,346,312,0.672860218,18.652704,20.033414
Building,R1,Corn,6.57835,0.0,0.76,15.02,3,326,0.520460427,21.991008,22.547604
Building,R2,Corn,18.8634,0.0,0.76,15.02,3,326,0.475327081,15.689826,21.610794
Building,R3,Corn,5.26803,0.0,0.76,15.02,3,326,0.482678694,14.159824,20.40208
Building,R4,Corn,33.6825,0.0,0.76,15.02,3,326,0.480726669,10.927403,16.981092
Building,R5,Corn,2.63655,0.0,0.76,15.02,3,326,0.487132403,18.046601,22.892883
Building,R1,Corn,4.98199,0.0,47.25,21.52,18,341,0.552744694,28.682346,31.818881
Building,R2,Corn,0.594645,0.0,47.25,21.52,18,341,0.511697476,15.747717,23.823301
Building,R3,Corn,3.85848,0.0,47.25,21.52,18,341,0.515703677,14.349594,21.227715
Building,R4,Corn,7.71699,0.0,47.25,21.52,18,341,0.519148677,11.332569,18.727848
Building,R5,Corn,3.42103,0.0,47.25,21.52,18,341,0.521339202,17.966182,25.122372
Building,R1,Corn,18.5037,12.19,35.81,20.65,33,356,0.652423589,20.199893,40.004302
Building,R2,Corn,1.76426,12.19,35.81,20.65,33,356,0.625284597,15.303426,24.633303
Building,R3,Corn,5.95882,12.19,35.81,20.65,33,356,0.61798171,13.571452,20.896618
Building,R4,Corn,6.68929,12.19,35.81,20.65,33,356,0.650766484,10.901036,18.143629
Building,R5,Corn,3.73099,12.19,35.81,20.65,33,356,0.628125653,17.667736,25.885265
Building,R1,Corn,2.57503,7.87,12.69,14.92,42,365,0.587607153,14.835996,34.424529
Building,R2,Corn,3.45445,7.87,12.69,14.92,42,365,0.544138605,12.04145,18.835808
Building,R3,Corn,2.47045,7.87,12.69,14.92,42,365,0.552238629,10.470571,14.988116
Building,R4,Corn,3.17914,7.87,12.69,14.92,42,365,0.549144113,8.729396,11.536425
Building,R5,Corn,5.76282,7.87,12.69,14.92,42,365,0.555934097,14.243571,20.640964
Building,R1,Corn,16.2194,31.75,37.84,18.91,48,371,0.62146646,11.558315,27.644894
Building,R2,Corn,4.32241,31.75,37.84,18.91,48,371,0.602507419,8.871987,12.58321
Building,R3,Corn,8.0705,31.75,37.84,18.91,48,371,0.594494589,7.221221,9.176269
Building,R4,Corn,13.0077,31.75,37.84,18.91,48,371,0.607944194,6.26274,6.392043
Building,R5,Corn,5.10081,31.75,37.84,18.91,48,371,0.604941145,10.905475,14.929399
Building,R1,Corn,4.24945,23.11,54.86,21.63,52,375,0.595766161,8.769357,18.565028
Building,R2,Corn,1.91515,23.11,54.86,21.63,52,375,0.543699218,6.339845,6.886886
Building,R3,Corn,2.84858,23.11,54.86,21.63,52,375,0.552826758,5.108322,4.512288
Building,R4,Corn,2.01376,23.11,54.86,21.63,52,375,0.54654754,4.906934,3.44853
Building,R5,Corn,2.44075,23.11,54.86,21.63,52,375,0.555511806,7.962618,8.582764
Building,R2,Corn,12.3446,5.08,39.62,18.77,66,3,0.619310129,33.624998,22.513648
Building,R3,Corn,34.0215,5.08,39.62,18.77,66,3,0.615896331,32.710718,21.522206
Building,R4,Corn,23.2501,5.08,39.62,18.77,66,3,0.630548266,31.29532,22.937893
Building,R5,Corn,10.7995,5.08,39.62,18.77,66,3,0.625666282,36.120327,22.599525
Building,R2,Corn,7.15319,0.0,0.0,25.05,73,10,0.527378637,52.176063,57.996347
Building,R3,Corn,67.7013,0.0,0.0,25.05,73,10,0.535166645,51.360603,58.003353
Building,R4,Corn,25.4768,0.0,0.0,25.05,73,10,0.532397823,50.531331,55.860368
Building,R5,Corn,7.13466,0.0,0.0,25.05,73,10,0.536966935,54.087326,60.114504
Building,R2,Corn,21.824,31.24,31.24,21.73,87,24,0.63967025,24.725559,99.096967
Building,R3,Corn,36.6569,31.24,31.24,21.73,87,24,0.624972153,23.300547,92.648291
Building,R4,Corn,58.1659,31.24,31.24,21.73,87,24,0.657573992,25.505748,84.997651
Building,R5,Corn,21.9522,31.24,31.24,21.73,87,24,0.636745847,25.324745,105.38873
Building,R2,Corn,6.39863,2.54,2.54,22.23,102,39,0.439786306,12.520545,112.822467
Building,R3,Corn,4.39473,2.54,2.54,22.23,102,39,0.442370911,12.126567,105.647178
Building,R4,Corn,6.79033,2.54,2.54,22.23,102,39,0.431415298,11.142825,97.483382
Building,R5,Corn,4.966,2.54,2.54,22.23,102,39,0.448201339,13.721876,121.279069
Building,R2,Corn,2.36025,0.0,0.0,21.72,116,53,0.326944605,5.880145,92.317704
Building,R3,Corn,3.39365,0.0,0.0,21.72,116,53,0.33493179,5.355132,86.127094
Building,R4,Corn,4.26125,0.0,0.0,21.72,116,53,0.325039597,5.253018,74.933568
Building,R5,Corn,1.06335,0.0,0.0,21.72,116,53,0.335999056,6.900498,103.822849
Building,R2,Corn,0.716117,0.0,0.0,18.18,131,68,0.31847529,4.624585,49.448767
Building,R3,Corn,0.855804,0.0,0.0,18.18,131,68,0.322592194,4.263424,53.734443
Building,R4,Corn,0.832007,0.0,0.0,18.18,131,68,0.323476097,3.529768,21.253758
Building,R5,Corn,0.105039,0.0,0.0,18.18,131,68,0.323941984,5.715478,71.761489
Building,R2,Corn,5.68682,0.0,0.25,20.9,138,75,0.449710984,5.60536,52.033897
Building,R3,Corn,4.85766,0.0,0.25,20.9,138,75,0.452676847,5.099799,57.442695
Building,R4,Corn,13.9042,0.0,0.25,20.9,138,75,0.459917331,5.077139,21.774405
Building,R5,Corn,5.22812,0.0,0.25,20.9,138,75,0.45427454,6.663331,76.841437
Building,R2,Corn,13.8338,13.97,29.21,10.32,143,80,0.493608234,5.120153,42.257631
Building,R3,Corn,1.67835,13.97,29.21,10.32,143,80,0.499703234,4.951136,49.783487
Building,R4,Corn,14.2839,13.97,29.21,10.32,143,80,0.498841556,3.720751,14.33494
Building,R5,Corn,1.71694,13.97,29.21,10.32,143,80,0.501682613,6.613331,69.402658
Building,R2,Corn,12.7904,10.92,10.92,13.94,157,94,0.475965218,3.020098,4.642269
Building,R3,Corn,0.614986,10.92,10.92,13.94,157,94,0.463096048,2.691216,4.797439
Building,R4,Corn,28.1563,10.92,10.92,13.94,157,94,0.502674226,2.876539,2.063759
